transaction_id,station_id,timestamp,ticket_type,passenger_category,entry_station,exit_station,travel_duration,fare_amount,payment_method
TXN00000232,KOL015,2024-12-24 18:29:00,Smart Card,General,Rabindra Sadan,Masterda Surya Sen,15,18,Metro App
TXN00000233,KOL022,2024-11-28 15:37:00,Monthly Pass,General,Masterda Surya Sen,Park Street,19,27,UPI
TXN00000234,NGP002,2024-12-21 15:22:00,Smart Card,General,Nari Road,Cotton Market,17,27,Cash
TXN00000235,DEL043,2024-11-25 15:41:00,Smart Card,Senior Citizen,Dwarka Sector 12,Durgabai Deshmukh South Campus,41,36,UPI
TXN00000236,KOL029,2024-11-17 23:33:00,Smart Card,General,Central Park,Shovabazar Sutanuti,9,18,Cash
TXN00000237,DEL102,2024-10-26 23:40:00,Token,Women,Welcome,Mayur Vihar Pocket-1,13,20,Cash
TXN00000238,BLR045,2024-12-14 17:21:00,QR Ticket,Student,Peenya,Thalaghattapura,33,40,NCMC Card
TXN00000239,DEL091,2024-10-01 18:44:00,Smart Card,General,Kohat Enclave,Delhi Cantt,13,18,Cash
TXN00000240,DEL160,2024-10-27 11:52:00,Smart Card,Tourist,Okhla NSIC,Rajdhani Park,47,45,UPI
TXN00000241,DEL006,2024-12-14 22:23:00,Smart Card,General,Azadpur,Central Secretariat,28,36,UPI
TXN00000242,DEL027,2024-12-10 09:12:00,QR Ticket,General,Saket,Gokulpuri,57,50,Metro App
TXN00000243,AMD002,2024-10-15 10:13:00,Smart Card,General,Jivraj Park,Sabarmati Railway Station,21,27,UPI
TXN00000244,CHN022,2024-11-25 21:04:00,Monthly Pass,General,Wimco Nagar,Arumbakkam,36,36,Metro App
TXN00000245,DEL032,2024-11-24 23:15:00,QR Ticket,Women,Arjan Garh,Dilshad Garden,69,60,Metro App
TXN00000246,NGP031,2024-12-20 20:55:00,Smart Card,General,Nagpur Railway Station,Ajni Square,14,27,NCMC Card
TXN00000247,NGP018,2024-12-18 06:32:00,Token,General,Khapri,Jhansi Rani Square,25,30,Metro App
TXN00000248,DEL103,2024-12-01 19:31:00,QR Ticket,General,Shahdara,Qutab Minar,60,50,NCMC Card
TXN00000249,BLR052,2024-11-27 20:25:00,Smart Card,General,Srirampura,Dasarahalli,20,27,NCMC Card
TXN00000250,DEL025,2024-10-11 09:33:00,Smart Card,General,Hauz Khas,East Vinod Nagar,37,36,NCMC Card
TXN00000251,MUM036,2024-12-03 10:24:00,QR Ticket,General,Dindoshi,Dahanukarwadi,11,20,NCMC Card
TXN00000252,DEL014,2024-12-09 18:50:00,Smart Card,General,Chawri Bazar,Ashok Park Main,12,18,UPI
TXN00000253,DEL067,2024-11-02 09:52:00,Smart Card,Senior Citizen,Mandi House,Mohan Nagar,44,36,Metro App
TXN00000254,DEL125,2024-12-09 22:00:00,Token,Senior Citizen,Kailash Colony,INA,35,40,Cash
TXN00000255,IDR015,2024-12-23 15:48:00,Token,Tourist,Bada Ganpati,Airport,7,20,Cash
TXN00000256,HYD011,2024-11-29 19:29:00,QR Ticket,General,Ameerpet,Irrum Manzil,13,20,UPI
TXN00000257,KOL016,2024-12-11 05:08:00,Smart Card,General,Netaji Bhavan,Sealdah,14,18,UPI
TXN00000258,KOC001,2024-11-23 12:48:00,Token,General,Aluva,Thaikoodam,22,30,Metro App
TXN00000259,DEL005,2024-11-12 17:51:00,Monthly Pass,Student,Adarsh Nagar,Naraina Vihar,17,27,Cash
TXN00000260,KOL036,2024-10-25 13:21:00,Smart Card,General,Howrah,Central,16,27,NCMC Card
TXN00000261,KOL004,2024-12-28 17:01:00,QR Ticket,General,Dum Dum,Belgachia,5,10,UPI
TXN00000262,JAI004,2024-12-06 05:20:00,Smart Card,Women,Shyam Nagar,Choti Chaupar,13,27,NCMC Card
TXN00000263,DEL018,2024-10-27 07:13:00,QR Ticket,General,Central Secretariat,Dilshad Garden,40,40,Metro App
TXN00000264,BLR011,2024-12-27 13:12:00,Smart Card,General,Vijayanagar,Madavara,23,27,UPI
TXN00000265,DEL073,2024-12-02 13:36:00,QR Ticket,General,Mayur Vihar Extension,Bhikaji Cama Place,36,40,UPI
TXN00000266,BLR062,2024-11-20 18:51:00,Token,Women,JP Nagar,Indiranagar,25,30,Cash
TXN00000267,BLR029,2024-10-13 11:02:00,QR Ticket,General,Hoodi,Benniganahalli,13,20,Metro App
TXN00000268,DEL130,2024-10-28 21:26:00,Monthly Pass,Tourist,Jasola Apollo,Tilak Nagar,39,36,NCMC Card
TXN00000269,IDR002,2024-11-02 08:02:00,Smart Card,General,Super Corridor 6,Airport,19,27,UPI
TXN00000270,BLR049,2024-11-20 05:16:00,Token,General,Mahalakshmi,Benniganahalli,33,40,Cash
TXN00000271,HYD027,2024-11-26 08:52:00,QR Ticket,General,LB Nagar,Kukatpally,46,50,UPI
TXN00000272,CHN020,2024-10-22 06:48:00,Smart Card,General,Theagaraya College,Little Mount,25,27,UPI
TXN00000273,DEL028,2024-11-26 19:53:00,Token,Student,Qutab Minar,IIT Delhi,29,40,NCMC Card
TXN00000274,BLR007,2024-10-07 19:49:00,QR Ticket,General,Nayandahalli,Peenya,16,30,UPI
TXN00000275,AMD006,2024-10-25 18:04:00,Smart Card,General,Gandhigram,Jivraj Park,7,18,Metro App
TXN00000276,CHN029,2024-10-14 20:20:00,Smart Card,General,Anna Nagar East,Little Mount,11,18,UPI
TXN00000277,DEL109,2024-11-15 10:00:00,Smart Card,General,Major Mohit Sharma,Maharaja Surajmal Stadium,64,45,UPI
TXN00000278,DEL092,2024-11-17 05:56:00,Token,General,Netaji Subhash Place,Kashmere Gate,17,30,UPI
TXN00000279,KNP003,2024-10-22 09:06:00,Monthly Pass,General,SPM Hospital,Bada Chauraha,20,27,Credit/Debit Card
TXN00000280,BLR044,2024-12-21 19:44:00,QR Ticket,General,Peenya Industry,Vajarahalli,34,40,Metro App
TXN00000281,MUM013,2024-12-21 19:32:00,QR Ticket,General,Dahisar East,Dindoshi,22,30,Credit/Debit Card
TXN00000282,DEL128,2024-11-01 18:03:00,Smart Card,General,Govind Puri,Ashok Park Main,48,45,NCMC Card
TXN00000283,DEL070,2024-11-26 19:21:00,Smart Card,General,Yamuna Bank,Mohan Estate,34,36,UPI
TXN00000284,HYD003,2024-10-04 09:46:00,Smart Card,General,KPHB Colony,Mettuguda,29,27,UPI
TXN00000285,MUM059,2024-10-29 18:24:00,Smart Card,General,BKC,Gundavali,17,27,UPI
TXN00000286,BLR005,2024-10-19 22:08:00,Monthly Pass,General,Jnanabharathi,Nallurhalli,50,45,NCMC Card
TXN00000287,CHN034,2024-11-09 08:12:00,Smart Card,General,Arumbakkam,Nandanam,16,18,UPI
TXN00000288,DEL051,2024-12-01 06:23:00,QR Ticket,General,Janakpuri West,Pitampura,28,40,UPI
TXN00000289,DEL102,2024-12-01 05:24:00,Token,General,Welcome,Okhla NSIC,32,40,UPI
TXN00000290,DEL106,2024-11-09 13:24:00,Smart Card,General,Dilshad Garden,Shaheed Sthal,22,27,NCMC Card
TXN00000291,DEL155,2024-12-04 19:23:00,Monthly Pass,General,IIT Delhi,Sikanderpur,35,36,Credit/Debit Card
TXN00000292,KOC025,2024-12-15 06:56:00,QR Ticket,General,Thrippunithura,Palarivattom,16,30,Credit/Debit Card
TXN00000293,DEL118,2024-11-14 15:31:00,Smart Card,Student,ITO,Sikanderpur,46,45,UPI
TXN00000294,DEL072,2024-11-16 18:43:00,Smart Card,General,Mayur Vihar Phase-1,Noida Sector 52,23,27,Cash
TXN00000295,DEL125,2024-12-14 22:53:00,Smart Card,General,Kailash Colony,Nangloi,48,45,UPI
TXN00000296,DEL154,2024-10-11 15:12:00,QR Ticket,Women,RK Puram,Mayur Vihar Phase-1,27,30,UPI
TXN00000297,DEL150,2024-12-15 10:26:00,QR Ticket,Senior Citizen,Terminal 1 IGI Airport,Shastri Park,40,40,Credit/Debit Card
TXN00000298,KOL005,2024-11-04 19:59:00,Token,Student,Belgachia,Netaji,29,30,Cash
TXN00000299,DEL098,2024-11-23 18:46:00,Token,General,Pulbangash,Rajiv Chowk,29,40,Cash
TXN00000300,DEL097,2024-10-28 08:03:00,Smart Card,Student,Pratap Nagar,Seelampur,18,27,Metro App
TXN00000301,DEL219,2024-10-14 21:10:00,QR Ticket,General,Dhaula Kuan,Krishna Nagar,35,40,UPI
TXN00000302,DEL012,2024-10-13 05:17:00,Smart Card,Senior Citizen,Kashmere Gate,Azadpur,19,27,UPI
TXN00000303,NGP035,2024-12-17 15:48:00,QR Ticket,General,Prajapati Nagar,Kadbi Chowk,19,30,NCMC Card
TXN00000304,HYD033,2024-11-10 20:23:00,QR Ticket,Student,Jubilee Hills Check Post,Gandhi Bhavan,27,40,UPI
TXN00000305,DEL067,2024-12-29 11:53:00,Smart Card,Women,Mandi House,Patel Nagar,13,18,UPI
TXN00000306,BLR058,2024-11-17 13:43:00,QR Ticket,Student,South End Circle,Cubbon Park,17,30,NCMC Card
TXN00000307,DEL031,2024-10-03 18:55:00,Monthly Pass,General,Ghitorni,Dhaula Kuan,33,36,Metro App
TXN00000308,DEL089,2024-10-11 10:59:00,Smart Card,Differently-abled,Rohini East,Nehru Place,53,45,NCMC Card
TXN00000309,BLR045,2024-10-19 21:56:00,Smart Card,General,Peenya,Nayandahalli,16,27,Metro App
TXN00000310,MUM004,2024-12-10 23:29:00,Smart Card,General,Andheri,Mumbai Central Metro,26,27,NCMC Card
TXN00000311,DEL140,2024-12-24 19:06:00,Smart Card,General,Old Faridabad,Dwarka Sector 11,68,54,Cash
TXN00000312,DEL203,2024-11-02 18:57:00,Token,Student,Paschim Vihar West,Ashok Park Main,12,20,Cash
TXN00000313,BLR032,2024-12-13 19:38:00,Smart Card,General,Nallurhalli,Srirampura,40,36,UPI
TXN00000314,AMD024,2024-11-25 20:14:00,QR Ticket,General,Vijaynagar,Vadaj,10,10,UPI
TXN00000315,DEL063,2024-12-13 10:54:00,Smart Card,General,Karol Bagh,Lajpat Nagar,17,18,NCMC Card
TXN00000316,HYD017,2024-11-24 10:23:00,Smart Card,Senior Citizen,Nampally,Peddamma Gudi,27,27,Credit/Debit Card
TXN00000317,DEL140,2024-11-28 10:52:00,Smart Card,Differently-abled,Old Faridabad,Lajpat Nagar,56,45,Metro App
TXN00000318,MUM023,2024-12-29 05:20:00,Smart Card,General,Malad West,Kurar,10,9,Credit/Debit Card
TXN00000319,DEL222,2024-12-03 09:24:00,QR Ticket,General,Yashobhoomi Dwarka Sector 25,Munirka,32,40,Metro App
TXN00000320,DEL156,2024-10-07 22:49:00,Monthly Pass,General,Panchsheel Park,IP Extension,28,36,NCMC Card
TXN00000321,DEL219,2024-12-10 11:27:00,Token,Student,Dhaula Kuan,Sector 28 Faridabad,55,50,Credit/Debit Card
TXN00000322,DEL104,2024-12-10 11:08:00,QR Ticket,General,Mansarovar Park,Janakpuri West,48,50,Metro App
TXN00000323,KOL003,2024-12-13 08:44:00,Smart Card,General,Noapara,Sealdah,18,27,Metro App
TXN00000324,DEL177,2024-12-13 07:50:00,QR Ticket,Tourist,Bhikaji Cama Place,Sikanderpur,59,50,UPI
TXN00000325,LKO009,2024-11-30 08:03:00,Monthly Pass,General,Durgapuri,Lekhraj Market,12,18,NCMC Card
TXN00000326,DEL087,2024-10-16 09:31:00,Token,General,Rithala,Green Park,36,40,Cash
TXN00000327,HYD042,2024-11-29 21:41:00,QR Ticket,General,Secunderabad East,Sultan Bazaar,11,20,Cash
TXN00000328,DEL003,2024-12-05 09:37:00,Smart Card,General,Haiderpur Badli Mor,Central Secretariat,33,36,NCMC Card
TXN00000329,DEL163,2024-12-22 19:19:00,Smart Card,General,Okhla Vihar,Durgabai Deshmukh South Campus,40,36,UPI
TXN00000330,DEL199,2024-10-03 11:52:00,Smart Card,General,Punjabi Bagh,Durgabai Deshmukh South Campus,25,27,Metro App
TXN00000331,MUM029,2024-10-16 19:13:00,QR Ticket,Tourist,Ovaripada,Akurli,16,30,Metro App
TXN00000332,DEL124,2024-10-16 05:36:00,QR Ticket,General,Moolchand,Chhatarpur,38,40,UPI
TXN00000333,PUN025,2024-11-16 23:10:00,Monthly Pass,General,Ruby Hall Clinic,PCMC,44,36,Credit/Debit Card
TXN00000334,DEL055,2024-12-24 16:08:00,QR Ticket,General,Tagore Garden,Nangloi Railway Station,28,30,Cash
TXN00000335,MUM066,2024-10-13 18:02:00,QR Ticket,General,SEEPZ,Dahisar East,28,40,UPI
TXN00000336,DEL182,2024-11-15 09:46:00,QR Ticket,Student,Sarai Kale Khan Nizamuddin,Mundka,43,40,UPI
TXN00000337,DEL072,2024-11-02 18:44:00,Smart Card,General,Mayur Vihar Phase-1,Ashok Park Main,26,27,UPI
TXN00000338,BLR017,2024-12-12 18:52:00,QR Ticket,General,Vidhana Soudha,Dasarahalli,26,30,UPI
TXN00000339,CHN011,2024-11-01 06:07:00,Smart Card,General,Teynampet,Pachaiyappa's College,13,18,Cash
TXN00000340,DEL061,2024-10-19 21:14:00,Monthly Pass,General,Patel Nagar,New Delhi,20,27,UPI
TXN00000341,KNP006,2024-12-07 19:19:00,Token,General,Geeta Nagar,Vijay Nagar,21,30,Cash
TXN00000342,DEL119,2024-10-07 08:48:00,Smart Card,General,Janpath,Janakpuri West,28,36,UPI
TXN00000343,HYD055,2024-12-01 17:16:00,QR Ticket,General,Chikkadpally,HITEC City,35,40,NCMC Card
TXN00000344,DEL020,2024-12-21 23:45:00,Token,Senior Citizen,Lok Kalyan Marg,Akshardham,34,40,Cash
TXN00000345,NDA008,2024-11-24 15:45:00,QR Ticket,Women,Noida Sector 142,NSEZ Noida Sector 83,9,20,Metro App
TXN00000346,DEL188,2024-10-12 18:04:00,Smart Card,Student,Anand Vihar ISBT,Nangloi Railway Station,46,45,Credit/Debit Card
TXN00000347,DEL011,2024-10-02 23:27:00,QR Ticket,Student,Civil Lines,Jamia Millia Islamia,40,40,Credit/Debit Card
TXN00000348,DEL099,2024-10-16 11:39:00,QR Ticket,General,Tis Hazari,Sadar Bazar Cantonment,35,40,Metro App
TXN00000349,DEL083,2024-12-24 22:52:00,Smart Card,Tourist,Noida Sector 61,Dilshad Garden,28,27,Credit/Debit Card
TXN00000350,BLR003,2024-12-07 21:11:00,Smart Card,General,Kengeri Bus Terminal,Hoodi,52,45,Metro App
TXN00000351,MUM063,2024-10-15 10:43:00,Smart Card,General,Sahar Road,Dahanukarwadi,22,27,NCMC Card
TXN00000352,HYD007,2024-12-20 17:13:00,Smart Card,Women,Bharat Nagar,Nampally,22,27,Credit/Debit Card
TXN00000353,LKO010,2024-12-02 06:00:00,Monthly Pass,Student,Charbagh,Bhootnath Market,18,27,UPI
TXN00000354,DEL001,2024-10-13 12:12:00,Smart Card,General,Samaypur Badli,Johri Enclave,39,36,NCMC Card
TXN00000355,DEL019,2024-10-29 13:23:00,Smart Card,General,Udyog Bhawan,Pulbangash,40,36,NCMC Card
TXN00000356,DEL178,2024-10-21 08:47:00,Smart Card,General,Sarojini Nagar,Central Secretariat,32,36,UPI
TXN00000357,KOL010,2024-11-12 21:10:00,Smart Card,Student,Central,Mahatma Gandhi Road,6,9,Credit/Debit Card
TXN00000358,LKO021,2024-12-27 19:20:00,QR Ticket,Senior Citizen,Munshipulia,Transport Nagar,25,30,Metro App
TXN00000359,DEL158,2024-10-14 20:08:00,Token,General,Greater Kailash,Jamia Millia Islamia,14,30,NCMC Card
TXN00000360,DEL147,2024-11-25 14:18:00,Monthly Pass,General,Dashrath Puri,Karol Bagh,29,27,Metro App
TXN00000361,DEL024,2024-11-03 23:15:00,Smart Card,Student,Green Park,Welcome,53,45,NCMC Card
TXN00000362,MUM050,2024-10-25 23:37:00,Token,Student,Mumbai Central Metro,Andheri,26,30,Cash
TXN00000363,DEL049,2024-10-26 07:03:00,Smart Card,General,Uttam Nagar West,Guru Dronacharya,24,27,NCMC Card
TXN00000364,BLR067,2024-11-24 18:19:00,Smart Card,General,Thalaghattapura,Majestic,21,27,UPI
TXN00000365,KOC019,2024-10-01 06:47:00,Token,General,Elamkulam,Cochin University,13,20,Cash
TXN00000366,BLR029,2024-10-15 07:00:00,QR Ticket,Student,Hoodi,Sir M. Visvesvaraya,27,30,Metro App
TXN00000367,DEL067,2024-12-17 10:41:00,Token,General,Mandi House,Sarojini Nagar,31,40,Cash
TXN00000368,DEL131,2024-12-23 20:12:00,Smart Card,Student,Sarita Vihar,Kailash Colony,22,27,Credit/Debit Card
TXN00000369,DEL112,2024-10-26 15:09:00,Token,General,Arthala,Jhandewalan,53,50,UPI
TXN00000370,DEL192,2024-11-16 12:45:00,Monthly Pass,General,East Azad Nagar,Anand Vihar ISBT,12,18,NCMC Card
TXN00000371,MUM029,2024-11-05 19:08:00,Token,General,Ovaripada,Sahar Road,33,40,Cash
TXN00000372,JAI003,2024-12-05 23:10:00,QR Ticket,General,Vivek Vihar,Badi Chaupar,21,30,NCMC Card
TXN00000373,PUN011,2024-12-13 08:44:00,Smart Card,General,Civil Court,Ideal Colony,16,27,Credit/Debit Card
TXN00000374,MUM027,2024-11-07 19:35:00,Smart Card,General,Oshiwara,Hutatma Chowk,45,36,UPI
TXN00000375,MUM011,2024-10-18 09:50:00,Monthly Pass,General,Jagruti Nagar,Goregaon East,24,27,Credit/Debit Card
TXN00000376,BHO004,2024-11-17 10:45:00,QR Ticket,Women,Pul Bogda,DIG Bungalow,10,10,UPI
TXN00000377,DEL198,2024-10-02 20:14:00,Monthly Pass,Student,Ashok Park Main,Subhash Nagar,22,27,UPI
TXN00000378,DEL003,2024-12-14 07:47:00,Token,Student,Haiderpur Badli Mor,NHPC Chowk,76,60,Cash
TXN00000379,BLR039,2024-10-27 17:51:00,QR Ticket,Women,Chikkabidarakallu,City Railway Station,26,30,NCMC Card
TXN00000380,DEL159,2024-12-03 08:11:00,Smart Card,Senior Citizen,Nehru Enclave,Rithala,41,36,UPI
TXN00000381,PUN028,2024-10-23 20:43:00,Smart Card,Student,Kalyani Nagar,Phugewadi,36,36,UPI
TXN00000382,DEL044,2024-12-07 08:48:00,Monthly Pass,Senior Citizen,Dwarka Sector 13,Punjabi Bagh,21,27,Cash
TXN00000383,DEL004,2024-10-06 07:49:00,Token,General,Jahangirpuri,Sarai Kale Khan Nizamuddin,28,30,UPI
TXN00000384,DEL212,2024-11-13 20:05:00,Smart Card,General,Ghevra,Mundka,12,18,NCMC Card
TXN00000385,PUN013,2024-10-08 16:17:00,Smart Card,Student,Mandai,Phugewadi,33,36,UPI
TXN00000386,CHN004,2024-10-19 05:14:00,QR Ticket,General,Arignar Anna Alandur,Little Mount Metro,22,30,NCMC Card
TXN00000387,DEL136,2024-10-15 14:07:00,Token,General,NHPC Chowk,Dwarka Sector 8,60,50,Cash
TXN00000388,DEL062,2024-10-06 17:11:00,Monthly Pass,General,Rajendra Place,Mandi House,9,18,UPI
TXN00000389,DEL083,2024-11-06 10:06:00,QR Ticket,General,Noida Sector 61,Shiv Vihar,26,30,NCMC Card
TXN00000390,DEL048,2024-10-20 19:09:00,Token,General,Nawada,Punjabi Bagh,24,30,NCMC Card
TXN00000391,HYD026,2024-11-05 08:20:00,QR Ticket,Tourist,Victoria Memorial,Kukatpally,48,50,UPI
TXN00000392,DEL059,2024-12-21 10:51:00,QR Ticket,Differently-abled,Kirti Nagar,Noida Sector 52,34,40,Credit/Debit Card
TXN00000393,DEL113,2024-10-30 10:37:00,QR Ticket,Student,Hindon River,Shaheed Nagar,19,30,NCMC Card
TXN00000394,HYD044,2024-10-27 23:01:00,Smart Card,General,Tarnaka,Punjagutta,12,18,NCMC Card
TXN00000395,DEL018,2024-10-18 09:09:00,Smart Card,Women,Central Secretariat,Punjabi Bagh,23,27,NCMC Card
TXN00000396,KOC013,2024-10-16 23:45:00,Smart Card,General,Kaloor,Muttom,12,18,Cash
TXN00000397,BLR028,2024-12-01 20:55:00,Smart Card,General,Garudacharpalya,Pattanagere,48,45,UPI
TXN00000398,DEL044,2024-10-24 13:08:00,Token,Student,Dwarka Sector 13,Haiderpur Badli Mor,34,40,Cash
TXN00000399,DEL063,2024-10-20 06:41:00,QR Ticket,General,Karol Bagh,ESI Basaidarapur,32,40,Cash
TXN00000400,MUM001,2024-12-10 19:16:00,QR Ticket,Women,Versova,Acharya Atre Chowk,23,30,NCMC Card
TXN00000401,HYD022,2024-10-17 19:25:00,Monthly Pass,Student,New Market,SR Nagar,26,27,UPI
TXN00000402,DEL163,2024-11-29 14:41:00,Token,Student,Okhla Vihar,Jama Masjid,26,30,Cash
TXN00000403,CHN021,2024-12-17 20:21:00,Smart Card,General,Tondiarpet,Guindy,21,27,UPI
TXN00000404,MUM003,2024-12-10 08:59:00,Token,General,Azad Nagar,Kurar,20,30,UPI
TXN00000405,PUN016,2024-11-09 05:22:00,Smart Card,Senior Citizen,Anand Nagar,Mangalwar Peth,25,27,Credit/Debit Card
TXN00000406,MUM012,2024-12-26 07:26:00,Smart Card,Women,Ghatkopar,Eksar,37,36,NCMC Card
TXN00000407,MUM049,2024-10-05 09:09:00,Token,Student,Grant Road,D.N. Nagar,30,40,UPI
TXN00000408,LKO006,2024-12-04 15:46:00,Smart Card,Student,Alambagh Bus Station,Hazratganj,15,18,NCMC Card
TXN00000409,HYD024,2024-11-25 05:45:00,Smart Card,Senior Citizen,Dilsukhnagar,Erragadda,37,36,NCMC Card
TXN00000410,DEL127,2024-12-03 07:00:00,Smart Card,General,Kalkaji Mandir,Chawri Bazar,39,36,Metro App
TXN00000411,MUM064,2024-11-10 08:18:00,Smart Card,General,CSIA International Airport,Grant Road,28,36,UPI
TXN00000412,DEL015,2024-11-30 23:48:00,Token,Women,New Delhi,Qutab Minar,32,40,Cash
TXN00000413,DEL118,2024-12-19 22:08:00,Token,General,ITO,Azadpur,30,40,NCMC Card
TXN00000414,DEL015,2024-12-27 05:41:00,QR Ticket,General,New Delhi,Botanical Garden,41,40,Metro App
TXN00000415,BLR036,2024-12-12 11:04:00,Smart Card,General,Channasandra,Vijayanagar,48,45,Metro App
TXN00000416,BLR022,2024-10-14 06:46:00,QR Ticket,General,Indiranagar,Kundalahalli,22,30,Credit/Debit Card
TXN00000417,DEL086,2024-12-17 14:44:00,Smart Card,Student,Noida Electronic City,New Ashok Nagar,19,27,UPI
TXN00000418,NDA010,2024-12-12 05:38:00,Smart Card,Senior Citizen,Noida Sector 144,GNIDA Office,23,27,UPI
TXN00000419,CHN027,2024-10-03 22:43:00,Smart Card,General,Pachaiyappa's College,Ashok Nagar,26,27,UPI
TXN00000420,DEL022,2024-11-27 21:33:00,Smart Card,General,INA,Uttam Nagar West,22,27,Metro App
TXN00000421,DEL011,2024-11-08 08:22:00,Smart Card,Differently-abled,Civil Lines,Ashok Park Main,13,18,NCMC Card
TXN00000422,MUM050,2024-12-13 10:00:00,Smart Card,General,Mumbai Central Metro,CSIA International Airport,31,36,Metro App
TXN00000423,DEL157,2024-11-10 05:57:00,Smart Card,General,Chirag Delhi,Khan Market,12,18,UPI
TXN00000424,KOL005,2024-10-01 23:53:00,Smart Card,Women,Belgachia,Mahakaran,17,27,Cash
TXN00000425,BLR038,2024-12-29 16:10:00,Token,Student,Madavara,Kengeri Bus Terminal,22,30,Cash
TXN00000426,DEL148,2024-11-08 21:32:00,Smart Card,Senior Citizen,Palam,Rajdhani Park,18,27,UPI
TXN00000427,MUM067,2024-11-24 15:48:00,Smart Card,General,Aarey JVLR,Kandivali West,21,27,Credit/Debit Card
TXN00000428,NDA007,2024-11-06 20:44:00,Smart Card,Student,Noida Sector 137,Noida Sector 144,11,18,Cash
TXN00000429,BLR063,2024-10-14 06:01:00,Smart Card,Student,Yelachenahalli,Banashankari,7,9,NCMC Card
TXN00000430,MUM048,2024-12-14 20:42:00,Smart Card,General,Girgaon,Santacruz Metro,27,27,NCMC Card
TXN00000431,DEL091,2024-10-16 10:50:00,Smart Card,Women,Kohat Enclave,Akshardham,39,36,NCMC Card
TXN00000432,CHN023,2024-10-29 15:17:00,Smart Card,Women,Wimco Nagar Depot,Nehru Park,12,18,UPI
TXN00000433,CHN028,2024-11-23 05:01:00,Smart Card,General,Shenoy Nagar,Government Estate,13,18,UPI
TXN00000434,CHN029,2024-11-25 09:25:00,Smart Card,General,Anna Nagar East,Washermanpet,16,18,Cash
TXN00000435,CHN028,2024-10-23 11:20:00,Smart Card,General,Shenoy Nagar,Mannadi,15,18,NCMC Card
TXN00000436,DEL176,2024-12-20 22:53:00,QR Ticket,General,Sir Vishweshwaraiah Moti Bagh,Seelampur,21,30,Credit/Debit Card
TXN00000437,DEL016,2024-10-04 18:34:00,QR Ticket,Women,Rajiv Chowk,Rohini West,31,40,UPI
TXN00000438,DEL162,2024-11-15 08:41:00,QR Ticket,Women,Jamia Millia Islamia,Lok Kalyan Marg,39,40,UPI
TXN00000439,MUM008,2024-12-24 06:05:00,Token,Differently-abled,Marol Naka,Grant Road,30,40,Cash
TXN00000440,NGP004,2024-11-06 09:11:00,QR Ticket,General,Kadbi Chowk,Airport South,25,30,NCMC Card
TXN00000441,DEL184,2024-10-10 14:40:00,QR Ticket,General,Trilokpuri Sanjay Lake,Mayur Vihar Phase-1,16,30,Cash
TXN00000442,DEL058,2024-10-02 21:42:00,Token,General,Moti Nagar,Punjabi Bagh,21,30,Cash
TXN00000443,KNP021,2024-10-21 15:16:00,QR Ticket,Women,Naubasta,Naveen Market,20,30,UPI
TXN00000444,DEL005,2024-10-15 21:01:00,Smart Card,General,Adarsh Nagar,Welcome,39,36,UPI
TXN00000445,HYD053,2024-11-14 19:41:00,QR Ticket,General,Musheerabad,Lakdikapul,10,10,Cash
TXN00000446,MUM028,2024-12-27 20:45:00,Smart Card,General,Lower Oshiwara,Shimpoli,17,27,NCMC Card
TXN00000447,NGP029,2024-12-02 12:28:00,Token,General,Institution of Engineers,Chhatrapati Square,15,20,Cash
TXN00000448,BLR040,2024-12-20 20:28:00,QR Ticket,General,Manjunathanagar,Hoodi,44,40,UPI
TXN00000449,MUM034,2024-12-07 10:01:00,Token,General,Akurli,Jagruti Nagar,34,40,Cash
TXN00000450,DEL044,2024-11-10 07:20:00,Smart Card,Student,Dwarka Sector 13,Dwarka Sector 21,10,18,Cash
TXN00000451,DEL118,2024-11-06 17:33:00,Smart Card,General,ITO,Kirti Nagar,15,27,NCMC Card
TXN00000452,HYD053,2024-12-22 12:48:00,QR Ticket,General,Musheerabad,Tarnaka,9,10,Metro App
TXN00000453,DEL010,2024-10-16 07:10:00,Smart Card,Student,Vidhan Sabha,Pulbangash,27,36,NCMC Card
TXN00000454,DEL005,2024-10-01 22:18:00,Token,General,Adarsh Nagar,Jahangirpuri,8,10,Cash
TXN00000455,MUM029,2024-11-23 19:17:00,Smart Card,General,Ovaripada,Dahisar East,7,9,UPI
TXN00000456,DEL169,2024-11-28 14:41:00,Smart Card,Tourist,Shakurpur,Pulbangash,16,27,UPI
TXN00000457,DEL128,2024-10-14 23:55:00,Smart Card,Student,Govind Puri,Azadpur,52,45,NCMC Card
TXN00000458,DEL033,2024-10-01 22:55:00,Smart Card,General,Guru Dronacharya,Ashok Park Main,45,36,Metro App
TXN00000459,DEL009,2024-11-18 09:10:00,Smart Card,Women,Vishwavidyalaya,Rajouri Garden,19,27,NCMC Card
